"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Germany","Venezuela (Bolivarian Republic of)","2013","4","0","4","0"
"Germany","Viet Nam","2013","1495","0","1495","0"
"Germany","Yemen","2013","112","0","112","0"
"Germany","Zambia","2013","5","0","5","0"
"Germany","Zimbabwe","2013","48","0","48","0"
"Ghana","Burkina Faso","2013","1","1","1","1"
"Ghana","Burundi","2013","1","1","1","1"
"Ghana","Cameroon","2013","5","5","5","5"
"Ghana","Central African Rep.","2013","3","3","3","3"
"Ghana","Chad","2013","6","6","6","6"
"Ghana","Congo","2013","11","11","11","11"
"Ghana","Côte d'Ivoire","2013","9567","9567","9567","9567"
"Ghana","Dem. Rep. of the Congo","2013","19","19","19","19"
"Ghana","Eritrea","2013","2","2","2","2"
"Ghana","Ethiopia","2013","3","3","3","3"
"Ghana","Iraq","2013","10","10","10","10"
"Ghana","Lebanon","2013","7","7","7","7"
"Ghana","Liberia","2013","5249","5249","5249","5249"
"Ghana","Mali","2013","0","0","0","0"
"Ghana","Nigeria","2013","3","3","3","3"
"Ghana","Rwanda","2013","28","28","28","28"
"Ghana","Sierra Leone","2013","66","66","66","66"
"Ghana","Somalia","2013","26","26","26","26"
"Ghana","Sudan","2013","256","256","256","256"
"Ghana","Syrian Arab Rep.","2013","1","1","1","1"
"Ghana","Togo","2013","3416","3399","3416","3399"
"Ghana","Uganda","2013","1","1","1","1"
"Greece","Afghanistan","2013","632","0","632","0"
"Greece","Albania","2013","52","0","52","0"
"Greece","Algeria","2013","16","0","16","0"
"Greece","Armenia","2013","5","0","5","0"
"Greece","Azerbaijan","2013","9","0","9","0"
"Greece","Bangladesh","2013","46","0","46","0"
"Greece","Belarus","2013","2","0","2","0"
"Greece","Burkina Faso","2013","7","0","7","0"
"Greece","Burundi","2013","6","0","6","0"
"Greece","Cameroon","2013","19","0","19","0"
"Greece","Canada","2013","2","0","2","0"
"Greece","Central African Rep.","2013","16","0","16","0"
"Greece","Chile","2013","1","0","1","0"
"Greece","China","2013","12","0","12","0"
"Greece","Comoros","2013","1","0","1","0"
"Greece","Congo","2013","10","0","10","0"
"Greece","Côte d'Ivoire","2013","27","0","27","0"
"Greece","Dem. Rep. of the Congo","2013","31","0","31","0"
"Greece","Egypt","2013","31","0","31","0"
"Greece","El Salvador","2013","1","0","1","0"
"Greece","Eritrea","2013","50","0","50","0"
"Greece","Ethiopia","2013","72","0","72","0"
"Greece","Gambia","2013","1","0","1","0"
"Greece","Georgia","2013","84","0","84","0"
"Greece","Ghana","2013","20","0","20","0"
"Greece","Guinea","2013","15","0","15","0"
"Greece","Guinea-Bissau","2013","0","0","0","0"
"Greece","Honduras","2013","1","0","1","0"
"Greece","India","2013","4","0","4","0"
"Greece","Indonesia","2013","2","0","2","0"
"Greece","Iraq","2013","1019","0","1019","0"
"Greece","Islamic Rep. of Iran","2013","321","0","321","0"
"Greece","Israel","2013","2","0","2","0"
"Greece","Jordan","2013","2","0","2","0"
"Greece","Kenya","2013","6","0","6","0"
"Greece","Kyrgyzstan","2013","1","0","1","0"
"Greece","Lebanon","2013","5","0","5","0"
"Greece","Libya","2013","10","0","10","0"
"Greece","Madagascar","2013","1","0","1","0"
"Greece","Mali","2013","1","0","1","0"
"Greece","Mauritania","2013","8","0","8","0"
"Greece","Morocco","2013","11","0","11","0"
"Greece","Myanmar","2013","6","0","6","0"
"Greece","Nigeria","2013","103","0","103","0"
"Greece","Pakistan","2013","84","0","84","0"
"Greece","Philippines","2013","1","0","1","0"
"Greece","Russian Federation","2013","14","0","14","0"
"Greece","Rwanda","2013","7","0","7","0"
"Greece","Senegal","2013","12","0","12","0"
"Greece","Serbia (and Kosovo: S/RES/1244 (1999))","2013","4","0","4","0"
"Greece","Sierra Leone","2013","5","0","5","0"
"Greece","Somalia","2013","82","0","82","0"
"Greece","Sri Lanka","2013","21","0","21","0"
"Greece","State of Palestine","2013","19","0","19","0"
"Greece","Sudan","2013","98","0","98","0"
"Greece","Swaziland","2013","1","0","1","0"
"Greece","Syrian Arab Rep.","2013","195","0","195","0"
"Greece","Togo","2013","1","0","1","0"
"Greece","Tunisia","2013","3","0","3","0"
"Greece","Turkey","2013","91","0","91","0"
"Greece","Uganda","2013","6","0","6","0"
"Greece","Ukraine","2013","6","0","6","0"
"Greece","United Rep. of Tanzania","2013","4","0","4","0"
"Greece","Uzbekistan","2013","22","0","22","0"
"Greece","Various","2013","132","0","132","0"
"Greece","Viet Nam","2013","4","0","4","0"
"Greece","Zimbabwe","2013","2","0","2","0"
"Guatemala","Bolivia (Plurinational State of)","2013","1","0","1","0"
"Guatemala","Cambodia","2013","1","0","1","0"
"Guatemala","China","2013","1","0","1","0"
"Guatemala","Colombia","2013","6","0","6","0"
"Guatemala","Cuba","2013","2","1","2","1"
"Guatemala","El Salvador","2013","36","10","36","10"
"Guatemala","Honduras","2013","8","4","8","4"
"Guatemala","Jamaica","2013","1","0","1","0"
"Guatemala","Nicaragua","2013","104","4","104","4"
"Guinea","Angola","2013","1","1","1","1"
"Guinea","Burundi","2013","7","7","7","7"
"Guinea","Central African Rep.","2013","2","2","2","2"
"Guinea","Chad","2013","1","1","1","1"
"Guinea","Congo","2013","12","12","12","12"
"Guinea","Côte d'Ivoire","2013","6493","6493","6493","6493"
"Guinea","Dem. Rep. of the Congo","2013","41","41","41","41"
"Guinea","Gambia","2013","1","1","1","1"
"Guinea","Liberia","2013","1761","1761","1761","1761"
"Guinea","Mali","2013","15","15","15","15"
"Guinea","Nigeria","2013","4","4","4","4"
"Guinea","Rwanda","2013","10","10","10","10"
"Guinea","Sierra Leone","2013","193","193","193","193"
"Guinea","Somalia","2013","2","2","2","2"
"Guinea","State of Palestine","2013","2","2","2","2"
"Guinea","Togo","2013","12","12","12","12"
"Guinea","Uganda","2013","3","3","3","3"
"Guinea-Bissau","Burundi","2013","13","13","13","13"
"Guinea-Bissau","Congo","2013","3","3","3","3"
"Guinea-Bissau","Côte d'Ivoire","2013","22","22","22","22"
"Guinea-Bissau","Dem. Rep. of the Congo","2013","7","7","7","7"
"Guinea-Bissau","Gambia","2013","5","5","5","5"
"Guinea-Bissau","Guinea","2013","10","10","10","10"
"Guinea-Bissau","Liberia","2013","6","6","6","6"
"Guinea-Bissau","Senegal","2013","8445","8445","8445","8445"
"Guinea-Bissau","Sierra Leone","2013","22","22","22","22"
"Guinea-Bissau","Togo","2013","2","2","2","2"
"Guyana","Dem. Rep. of the Congo","2013","7","0","7","0"
"Guyana","Rwanda","2013","4","4","4","4"
"Honduras","Colombia","2013","4","3","4","3"
"Honduras","Cuba","2013","2","0","2","0"
"Honduras","Haiti","2013","6","1","6","1"
"Honduras","Islamic Rep. of Iran","2013","3","0","3","0"
"Honduras","Venezuela (Bolivarian Republic of)","2013","1","0","1","0"
"Hong Kong SAR, China","Afghanistan","2013","3","3","3","3"
"Hong Kong SAR, China","Burundi","2013","1","1","1","1"
"Hong Kong SAR, China","Colombia","2013","1","1","1","1"
"Hong Kong SAR, China","Congo","2013","1","1","1","1"
"Hong Kong SAR, China","Côte d'Ivoire","2013","4","4","4","4"
"Hong Kong SAR, China","Dem. Rep. of the Congo","2013","0","0","0","0"
"Hong Kong SAR, China","Egypt","2013","2","2","2","2"
"Hong Kong SAR, China","Eritrea","2013","2","2","2","2"
"Hong Kong SAR, China","Islamic Rep. of Iran","2013","2","2","2","2"
"Hong Kong SAR, China","Jordan","2013","1","1","1","1"
"Hong Kong SAR, China","Liberia","2013","2","2","2","2"
"Hong Kong SAR, China","Myanmar","2013","0","0","0","0"
"Hong Kong SAR, China","Nepal","2013","3","3","3","3"
"Hong Kong SAR, China","Pakistan","2013","18","18","18","18"
"Hong Kong SAR, China","Philippines","2013","1","1","1","1"
"Hong Kong SAR, China","Russian Federation","2013","2","2","2","2"
"Hong Kong SAR, China","Rwanda","2013","4","4","4","4"
"Hong Kong SAR, China","Somalia","2013","22","22","22","22"
"Hong Kong SAR, China","Sri Lanka","2013","30","30","30","30"
"Hong Kong SAR, China","State of Palestine","2013","9","9","9","9"
"Hong Kong SAR, China","Togo","2013","1","1","1","1"
"Hong Kong SAR, China","Turkmenistan","2013","0","0","0","0"
"Hong Kong SAR, China","Uganda","2013","1","1","1","1"
"Hong Kong SAR, China","United Kingdom","2013","2","2","2","2"
"Hong Kong SAR, China","Viet Nam","2013","7","7","7","7"
"Hong Kong SAR, China","Yemen","2013","7","7","7","7"
"Hungary","Afghanistan","2013","749","0","749","0"
"Hungary","Albania","2013","3","0","3","0"
"Hungary","Algeria","2013","7","0","7","0"
"Hungary","Angola","2013","5","0","5","0"
"Hungary","Armenia","2013","31","0","31","0"
"Hungary","Aruba","2013","0","0","0","0"
"Hungary","Azerbaijan","2013","10","0","10","0"
"Hungary","Bangladesh","2013","5","0","5","0"
"Hungary","Cameroon","2013","23","0","23","0"
"Hungary","China","2013","5","0","5","0"
"Hungary","Colombia","2013","1","0","1","0"
"Hungary","Comoros","2013","0","0","0","0"
"Hungary","Congo","2013","8","0","8","0"
"Hungary","Côte d'Ivoire","2013","4","0","4","0"
"Hungary","Croatia","2013","7","0","7","0"
"Hungary","Cuba","2013","35","0","35","0"
"Hungary","Dem. Rep. of the Congo","2013","12","0","12","0"
"Hungary","Egypt","2013","5","0","5","0"
"Hungary","Eritrea","2013","6","0","6","0"
"Hungary","Ethiopia","2013","25","0","25","0"
"Hungary","Georgia","2013","45","0","45","0"
"Hungary","Ghana","2013","2","0","2","0"
"Hungary","Guinea","2013","6","0","6","0"
"Hungary","India","2013","3","0","3","0"
"Hungary","Iraq","2013","223","0","223","0"
"Hungary","Islamic Rep. of Iran","2013","69","0","69","0"
"Hungary","Jordan","2013","2","0","2","0"
"Hungary","Kazakhstan","2013","1","0","1","0"
"Hungary","Kenya","2013","1","0","1","0"
"Hungary","Kuwait","2013","1","0","1","0"
"Hungary","Lebanon","2013","11","0","11","0"
"Hungary","Liberia","2013","2","0","2","0"
"Hungary","Libya","2013","2","0","2","0"
"Hungary","Mali","2013","1","0","1","0"
"Hungary","Mauritania","2013","1","0","1","0"
"Hungary","Morocco","2013","2","0","2","0"
"Hungary","Myanmar","2013","2","0","2","0"
"Hungary","Nepal","2013","7","0","7","0"
"Hungary","Nigeria","2013","24","0","24","0"
"Hungary","Pakistan","2013","34","0","34","0"
"Hungary","Rep. of Moldova","2013","3","0","3","0"
"Hungary","Romania","2013","27","0","27","0"
"Hungary","Russian Federation","2013","24","0","24","0"
"Hungary","Senegal","2013","1","0","1","0"
"Hungary","Serbia (and Kosovo: S/RES/1244 (1999))","2013","76","0","76","0"
"Hungary","Sierra Leone","2013","2","0","2","0"
"Hungary","Somalia","2013","446","0","446","0"
"Hungary","Sri Lanka","2013","17","0","17","0"
"Hungary","State of Palestine","2013","48","0","48","0"
"Hungary","Stateless","2013","45","0","45","0"
"Hungary","Sudan","2013","32","0","32","0"
"Hungary","Syrian Arab Rep.","2013","141","0","141","0"
"Hungary","Togo","2013","2","0","2","0"
"Hungary","Tunisia","2013","6","0","6","0"
"Hungary","Turkey","2013","35","0","35","0"
"Hungary","Uganda","2013","3","0","3","0"
"Hungary","Ukraine","2013","9","0","9","0"
"Hungary","United States","2013","1","0","1","0"
"Hungary","Uzbekistan","2013","6","0","6","0"
"Hungary","Various","2013","128","0","128","0"
"Hungary","Viet Nam","2013","1","0","1","0"
"Hungary","Western Sahara","2013","1","0","1","0"
"Hungary","Yemen","2013","2","0","2","0"
"Hungary","Zimbabwe","2013","4","0","4","0"
"Iceland","Afghanistan","2013","6","0","6","0"
"Iceland","Albania","2013","3","0","3","0"
"Iceland","Armenia","2013","4","0","4","0"
"Iceland","China","2013","1","0","1","0"
"Iceland","Eritrea","2013","5","0","5","0"
"Iceland","India","2013","1","0","1","0"
"Iceland","Iraq","2013","2","0","2","0"
"Iceland","Islamic Rep. of Iran","2013","14","0","14","0"
"Iceland","Kenya","2013","4","0","4","0"
"Iceland","Libya","2013","1","0","1","0"
"Iceland","Mauritania","2013","2","0","2","0"
"Iceland","Nepal","2013","2","0","2","0"
"Iceland","Rep. of Moldova","2013","1","0","1","0"
"Iceland","Russian Federation","2013","4","0","4","0"
"Iceland","Senegal","2013","2","0","2","0"
"Iceland","Serbia (and Kosovo: S/RES/1244 (1999))","2013","3","0","3","0"
"Iceland","Somalia","2013","5","0","5","0"
"Iceland","Sri Lanka","2013","4","0","4","0"
"Iceland","Sudan","2013","1","0","1","0"
"Iceland","Syrian Arab Rep.","2013","7","0","7","0"
"Iceland","The former Yugoslav Rep. of Macedonia","2013","4","0","4","0"
"Iceland","Ukraine","2013","1","0","1","0"
"Iceland","Uzbekistan","2013","1","0","1","0"
"Iceland","Various","2013","1","0","1","0"
"India","Afghanistan","2013","10328","10328","10328","10328"
"India","Angola","2013","1","1","1","1"
"India","Bosnia and Herzegovina","2013","1","1","1","1"
"India","Cameroon","2013","1","1","1","1"
"India","China","2013","100003","3","100003","3"
"India","Côte d'Ivoire","2013","14","14","14","14"
"India","Dem. Rep. of the Congo","2013","42","42","42","42"
"India","Egypt","2013","1","1","1","1"
"India","Eritrea","2013","61","61","61","61"
"India","Ethiopia","2013","9","9","9","9"
"India","Iraq","2013","130","130","130","130"
"India","Islamic Rep. of Iran","2013","121","121","121","121"
"India","Lao People's Dem. Rep.","2013","1","1","1","1"
"India","Libya","2013","1","1","1","1"
"India","Maldives","2013","3","3","3","3"
"India","Myanmar","2013","11122","11122","11122","11122"
"India","Pakistan","2013","1","1","1","1"
"India","Romania","2013","3","3","3","3"
"India","Rwanda","2013","5","5","5","5"
"India","Saudi Arabia","2013","2","2","2","2"
"India","Somalia","2013","729","729","729","729"
"India","Sri Lanka","2013","65674","0","65674","0"
"India","State of Palestine","2013","68","68","68","68"
"India","Sudan","2013","47","47","47","47"
"India","Syrian Arab Rep.","2013","18","18","18","18"
"India","Togo","2013","1","1","1","1"
"India","Uganda","2013","1","1","1","1"
"India","Uzbekistan","2013","3","3","3","3"
"India","Yemen","2013","4","4","4","4"
"Indonesia","Afghanistan","2013","1128","1128","1128","1128"
"Indonesia","China","2013","30","30","30","30"
"Indonesia","Congo","2013","2","2","2","2"
"Indonesia","Côte d'Ivoire","2013","1","1","1","1"
"Indonesia","Dem. Rep. of the Congo","2013","6","6","6","6"
"Indonesia","Egypt","2013","2","2","2","2"
"Indonesia","Eritrea","2013","1","1","1","1"
"Indonesia","Ethiopia","2013","17","17","17","17"
"Indonesia","Iraq","2013","105","105","105","105"
"Indonesia","Islamic Rep. of Iran","2013","208","208","208","208"
"Indonesia","Jordan","2013","1","1","1","1"
"Indonesia","Kuwait","2013","6","6","6","6"
"Indonesia","Mongolia","2013","1","1","1","1"
"Indonesia","Myanmar","2013","781","781","781","781"
"Indonesia","Pakistan","2013","120","120","120","120"
"Indonesia","Philippines","2013","5","5","5","5"
"Indonesia","Somalia","2013","294","294","294","294"
"Indonesia","Sri Lanka","2013","286","286","286","286"
"Indonesia","State of Palestine","2013","159","159","159","159"
"Indonesia","Sudan","2013","14","14","14","14"
"Indonesia","Syrian Arab Rep.","2013","36","36","36","36"
"Indonesia","Thailand","2013","0","0","0","0"
"Indonesia","Ukraine","2013","1","1","1","1"
"Indonesia","Yemen","2013","2","2","2","2"
"Iraq","Afghanistan","2013","5","5","5","5"
"Iraq","Egypt","2013","0","0","0","0"
"Iraq","Ethiopia","2013","1","1","1","1"
"Iraq","Islamic Rep. of Iran","2013","7992","7992","7992","7992"
"Iraq","Lebanon","2013","0","0","0","0"
"Iraq","Libya","2013","1","1","1","1"
"Iraq","Morocco","2013","1","1","1","1"
"Iraq","Somalia","2013","1","1","1","1"
"Iraq","State of Palestine","2013","9992","9992","9992","9992"
"Iraq","Syrian Arab Rep.","2013","212809","212809","212809","212809"
"Iraq","Turkey","2013","15496","15496","15496","15496"
"Ireland","Afghanistan","2013","129","0","129","0"
"Ireland","Albania","2013","70","0","70","0"
"Ireland","Algeria","2013","194","0","194","0"
"Ireland","Angola","2013","265","0","265","0"
"Ireland","Armenia","2013","22","0","22","0"
"Ireland","Azerbaijan","2013","19","0","19","0"
"Ireland","Bangladesh","2013","5","0","5","0"
"Ireland","Belarus","2013","53","0","53","0"
"Ireland","Belgium","2013","0","0","0","0"
"Ireland","Benin","2013","1","0","1","0"
"Ireland","Bhutan","2013","1","0","1","0"
"Ireland","Bosnia and Herzegovina","2013","14","0","14","0"
"Ireland","Brazil","2013","5","0","5","0"
"Ireland","Bulgaria","2013","39","0","39","0"
"Ireland","Burkina Faso","2013","1","0","1","0"
"Ireland","Burundi","2013","25","0","25","0"
"Ireland","Cambodia","2013","0","0","0","0"
"Ireland","Cameroon","2013","74","0","74","0"
"Ireland","Central African Rep.","2013","9","0","9","0"
"Ireland","Chad","2013","2","0","2","0"
"Ireland","China","2013","53","0","53","0"
"Ireland","Colombia","2013","0","0","0","0"
"Ireland","Congo","2013","232","0","232","0"
"Ireland","Côte d'Ivoire","2013","25","0","25","0"
"Ireland","Croatia","2013","77","0","77","0"
"Ireland","Cuba","2013","22","0","22","0"
"Ireland","Czech Rep.","2013","102","0","102","0"
"Ireland","Dem. People's Rep. of Korea","2013","1","0","1","0"
"Ireland","Dem. Rep. of the Congo","2013","260","0","260","0"
"Ireland","Ecuador","2013","1","0","1","0"
"Ireland","Egypt","2013","38","0","38","0"
"Ireland","Eritrea","2013","39","0","39","0"
"Ireland","Estonia","2013","7","0","7","0"
